,CustomerContinent,ProductCategory,dateOfPurchase,TotalQuantity,TotalRevenue
4421,Europe,Games,2019-09,28.0,8237.45
4422,Europe,Games,2019-10,12.0,5006.23
4423,Europe,Games,2019-12,3.0,1858.1999999999998
4424,Europe,Games,2020-01,15.0,3281.41
4425,Europe,Games,2020-02,22.0,9756.36
4426,Europe,Games,2020-03,14.0,7255.379999999999
4427,Europe,Games,2020-04,16.0,13296.96
4428,Europe,Games,2020-05,,
4429,Europe,Games,2020-06,8.0,5549.28
4430,Europe,Games,2020-07,14.0,7979.85
4431,Europe,Games,2020-08,22.0,7840.240000000001
4432,Europe,Games,2020-09,10.0,7477.2
4433,Europe,Games,2020-10,12.0,8476.32
4434,Europe,Games,2020-11,13.0,9991.079999999998
4435,Europe,Games,2020-12,6.0,2936.6400000000003
4436,Europe,Games,2016-07,5.0,3262.5
4437,Europe,Games,2016-08,19.0,12531.36
4438,Europe,Games,2017-11,26.0,17027.449999999997
4439,Europe,Games,2019-11,5.0,3145.7999999999997
4440,Europe,Garden,2016-01,8.0,6156.0
4441,Europe,Garden,2016-02,13.0,11120.279999999999
4442,Europe,Garden,2016-03,27.0,7235.0
4443,Europe,Garden,2016-04,,
4444,Europe,Garden,2016-05,,
4445,Europe,Garden,2016-06,19.0,5566.05
4446,Europe,Garden,2016-09,8.0,5597.6
4447,Europe,Garden,2016-10,16.0,4858.620000000001
4448,Europe,Garden,2016-11,7.0,5444.26
4449,Europe,Garden,2016-12,7.0,240.1
4450,Europe,Garden,2017-01,28.0,10232.91
4451,Europe,Garden,2017-02,1.0,565.4399999999999
4452,Europe,Garden,2017-03,30.0,15015.0
4453,Europe,Garden,2017-04,26.0,14316.369999999999
4454,Europe,Garden,2017-05,10.0,8407.679999999998
4455,Europe,Garden,2017-06,9.0,8464.5
4456,Europe,Garden,2017-07,22.0,2947.12
4457,Europe,Garden,2017-08,9.0,3649.14
4458,Europe,Garden,2017-09,2.0,822.6
4459,Europe,Garden,2017-10,,
4460,Europe,Garden,2017-12,25.0,12558.28
4461,Europe,Garden,2018-01,14.0,4457.04
4462,Europe,Garden,2018-02,3.0,1352.3999999999999
4463,Europe,Garden,2018-03,21.0,8289.48
4464,Europe,Garden,2018-04,8.0,3897.74
4465,Europe,Garden,2018-05,10.0,6168.360000000001
4466,Europe,Garden,2018-06,16.0,12545.59
4467,Europe,Garden,2018-07,2.0,892.4000000000001
4468,Europe,Garden,2018-08,16.0,7482.63
4469,Europe,Garden,2018-09,6.0,4193.28
4470,Europe,Garden,2018-10,3.0,2714.6699999999996
4471,Europe,Garden,2018-11,6.0,986.06
4472,Europe,Garden,2018-12,13.0,8252.46
4473,Europe,Garden,2019-01,5.0,3803.8
4474,Europe,Garden,2019-02,26.0,12681.24
4475,Europe,Garden,2019-03,11.0,1483.4
4476,Europe,Garden,2019-04,16.0,9909.279999999999
4477,Europe,Garden,2019-05,11.0,7140.360000000001
4478,Europe,Garden,2019-06,21.0,9598.49
4479,Europe,Garden,2019-07,5.0,1620.9
4480,Europe,Garden,2019-08,5.0,623.7
4481,Europe,Garden,2019-09,3.0,484.5
4482,Europe,Garden,2019-10,19.0,7715.799999999999
4483,Europe,Garden,2019-12,11.0,6129.17
4484,Europe,Garden,2020-01,11.0,3078.95
4485,Europe,Garden,2020-02,1.0,303.18
4486,Europe,Garden,2020-03,21.0,9260.810000000001
4487,Europe,Garden,2020-04,21.0,12608.95
4488,Europe,Garden,2020-05,8.0,1451.12
4489,Europe,Garden,2020-06,16.0,10647.5
4490,Europe,Garden,2020-07,30.0,14070.87
4491,Europe,Garden,2020-08,27.0,15302.58
4492,Europe,Garden,2020-09,10.0,6169.86
4493,Europe,Garden,2020-10,9.0,1040.13
4494,Europe,Garden,2020-11,17.0,6940.789999999999
4495,Europe,Garden,2020-12,14.0,9886.779999999999
4496,Europe,Garden,2016-07,19.0,8089.17
4497,Europe,Garden,2016-08,19.0,12424.48
4498,Europe,Garden,2017-11,13.0,4439.32
4499,Europe,Garden,2019-11,7.0,5892.6
4500,Europe,Grocery,2016-01,2.0,1158.36
4501,Europe,Grocery,2016-02,17.0,9179.009999999998
4502,Europe,Grocery,2016-03,17.0,7486.379999999999
4503,Europe,Grocery,2016-04,24.0,12011.8
4504,Europe,Grocery,2016-05,10.0,385.4
4505,Europe,Grocery,2016-06,28.0,11028.380000000001
4506,Europe,Grocery,2016-09,7.0,1138.34
4507,Europe,Grocery,2016-10,15.0,3485.7000000000003
4508,Europe,Grocery,2016-11,11.0,3788.5499999999993
4509,Europe,Grocery,2016-12,16.0,8585.44
4510,Europe,Grocery,2017-01,3.0,1374.3
4511,Europe,Grocery,2017-02,8.0,4288.46
4512,Europe,Grocery,2017-03,17.0,9942.76
4513,Europe,Grocery,2017-04,8.0,4170.24
4514,Europe,Grocery,2017-05,3.0,2431.0499999999997
4515,Europe,Grocery,2017-06,21.0,13259.36
4516,Europe,Grocery,2017-07,8.0,1654.2399999999998
4517,Europe,Grocery,2017-08,9.0,5091.12
4518,Europe,Grocery,2017-09,32.0,9311.15
4519,Europe,Grocery,2017-10,16.0,10909.58
4520,Europe,Grocery,2017-12,1.0,510.21999999999997
4521,Europe,Grocery,2018-01,17.0,5731.23
4522,Europe,Grocery,2018-02,12.0,2559.84
4523,Europe,Grocery,2018-03,5.0,1824.36
4524,Europe,Grocery,2018-04,27.0,8143.7
4525,Europe,Grocery,2018-05,8.0,5769.259999999999
4526,Europe,Grocery,2018-06,15.0,6015.92
4527,Europe,Grocery,2018-07,9.0,8163.9
4528,Europe,Grocery,2018-08,5.0,183.15
4529,Europe,Grocery,2018-09,16.0,12462.99
4530,Europe,Grocery,2018-10,12.0,6245.099999999999
4531,Europe,Grocery,2018-11,27.0,17051.64
4532,Europe,Grocery,2018-12,,
4533,Europe,Grocery,2019-01,9.0,5516.349999999999
4534,Europe,Grocery,2019-02,8.0,5041.12
4535,Europe,Grocery,2019-03,4.0,288.8
4536,Europe,Grocery,2019-04,20.0,4008.4800000000005
4537,Europe,Grocery,2019-05,20.0,10237.66
4538,Europe,Grocery,2019-06,24.0,8166.8
4539,Europe,Grocery,2019-07,19.0,12174.0
4540,Europe,Grocery,2019-08,15.0,8349.810000000001
4541,Europe,Grocery,2019-09,4.0,2890.6
4542,Europe,Grocery,2019-10,9.0,3269.97
4543,Europe,Grocery,2019-12,27.0,15179.720000000001
4544,Europe,Grocery,2020-01,18.0,9798.98
4545,Europe,Grocery,2020-02,11.0,8982.76
4546,Europe,Grocery,2020-03,24.0,12054.97
4547,Europe,Grocery,2020-04,12.0,6113.28
4548,Europe,Grocery,2020-05,,
4549,Europe,Grocery,2020-06,9.0,3898.7999999999997
4550,Europe,Grocery,2020-07,7.0,3584.35
4551,Europe,Grocery,2020-08,37.0,22600.39
4552,Europe,Grocery,2020-09,17.0,6498.87
4553,Europe,Grocery,2020-10,16.0,6146.5
4554,Europe,Grocery,2020-11,16.0,12733.57
4555,Europe,Grocery,2020-12,18.0,9982.8
4556,Europe,Grocery,2016-07,15.0,3711.2699999999995
4557,Europe,Grocery,2016-08,9.0,5085.45
4558,Europe,Grocery,2017-11,17.0,4624.69
4559,Europe,Grocery,2019-11,23.0,14896.18
4560,Europe,Health,2016-01,1.0,400.9
4561,Europe,Health,2016-02,5.0,771.9
4562,Europe,Health,2016-03,27.0,9764.08
4563,Europe,Health,2016-04,20.0,8717.08
4564,Europe,Health,2016-05,37.0,24639.8
4565,Europe,Health,2016-06,20.0,11484.2
4566,Europe,Health,2016-09,38.0,20732.16
4567,Europe,Health,2016-10,8.0,4323.84
4568,Europe,Health,2016-11,7.0,4569.599999999999
4569,Europe,Health,2016-12,13.0,3871.36
4570,Europe,Health,2017-01,23.0,10992.33
4571,Europe,Health,2017-02,15.0,5534.360000000001
4572,Europe,Health,2017-03,,
4573,Europe,Health,2017-04,10.0,3828.5
4574,Europe,Health,2017-05,21.0,9489.56
4575,Europe,Health,2017-06,20.0,8843.76
4576,Europe,Health,2017-07,42.0,14646.84
4577,Europe,Health,2017-08,18.0,5118.08
4578,Europe,Health,2017-09,2.0,1113.6
4579,Europe,Health,2017-10,8.0,419.19
4580,Europe,Health,2017-12,13.0,1726.11
4581,Europe,Health,2018-01,,
4582,Europe,Health,2018-02,,
4583,Europe,Health,2018-03,15.0,7988.38
4584,Europe,Health,2018-04,1.0,611.0
4585,Europe,Health,2018-05,27.0,17552.260000000002
4586,Europe,Health,2018-06,,
4587,Europe,Health,2018-07,16.0,2024.1
4588,Europe,Health,2018-08,,
4589,Europe,Health,2018-09,6.0,1571.24
4590,Europe,Health,2018-10,5.0,1843.0
4591,Europe,Health,2018-11,14.0,5950.9800000000005
4592,Europe,Health,2018-12,11.0,7112.38
4593,Europe,Health,2019-01,17.0,12179.16
4594,Europe,Health,2019-02,8.0,368.64
4595,Europe,Health,2019-03,1.0,114.46
4596,Europe,Health,2019-04,13.0,7007.33
4597,Europe,Health,2019-05,13.0,10028.04
4598,Europe,Health,2019-06,24.0,9112.88
4599,Europe,Health,2019-07,29.0,17879.05
4600,Europe,Health,2019-08,17.0,9354.57
4601,Europe,Health,2019-09,20.0,6699.62
4602,Europe,Health,2019-10,23.0,7099.76
4603,Europe,Health,2019-12,14.0,6002.64
4604,Europe,Health,2020-01,12.0,3692.2799999999997
4605,Europe,Health,2020-02,18.0,11001.03
4606,Europe,Health,2020-03,1.0,681.91
4607,Europe,Health,2020-04,18.0,12423.599999999999
4608,Europe,Health,2020-05,12.0,4467.93
4609,Europe,Health,2020-06,22.0,13783.779999999999
4610,Europe,Health,2020-07,7.0,4621.44
4611,Europe,Health,2020-08,17.0,7382.99
4612,Europe,Health,2020-09,38.0,27762.1
4613,Europe,Health,2020-10,3.0,1800.9
4614,Europe,Health,2020-11,8.0,2807.5
4615,Europe,Health,2020-12,8.0,3928.3199999999997
4616,Europe,Health,2016-07,8.0,5193.450000000001
4617,Europe,Health,2016-08,17.0,10727.22
4618,Europe,Health,2017-11,18.0,9254.400000000001
4619,Europe,Health,2019-11,51.0,30349.38
4620,Europe,Home,2016-01,17.0,9157.4
4621,Europe,Home,2016-02,15.0,3922.6699999999996
4622,Europe,Home,2016-03,28.0,12249.32
4623,Europe,Home,2016-04,32.0,20208.03
4624,Europe,Home,2016-05,16.0,7630.62
4625,Europe,Home,2016-06,11.0,872.3399999999999
4626,Europe,Home,2016-09,17.0,5779.139999999999
4627,Europe,Home,2016-10,23.0,4047.98
4628,Europe,Home,2016-11,21.0,11226.77
4629,Europe,Home,2016-12,10.0,2842.6800000000003
4630,Europe,Home,2017-01,30.0,17905.3
4631,Europe,Home,2017-02,23.0,11240.84
4632,Europe,Home,2017-03,18.0,4474.77
4633,Europe,Home,2017-04,15.0,10803.84
4634,Europe,Home,2017-05,10.0,3133.76
4635,Europe,Home,2017-06,,
4636,Europe,Home,2017-07,32.0,20883.02
4637,Europe,Home,2017-08,9.0,4217.4
4638,Europe,Home,2017-09,19.0,16729.16
4639,Europe,Home,2017-10,28.0,12458.41
4640,Europe,Home,2017-12,15.0,7444.02
4641,Europe,Home,2018-01,16.0,3806.04
4642,Europe,Home,2018-02,9.0,5517.389999999999
4643,Europe,Home,2018-03,16.0,8213.82
4644,Europe,Home,2018-04,21.0,7914.35
4645,Europe,Home,2018-05,6.0,5852.88
4646,Europe,Home,2018-06,18.0,2353.4
4647,Europe,Home,2018-07,14.0,7460.94
4648,Europe,Home,2018-08,21.0,9906.54
4649,Europe,Home,2018-09,4.0,133.0
4650,Europe,Home,2018-10,8.0,3606.4
4651,Europe,Home,2018-11,7.0,4595.76
4652,Europe,Home,2018-12,,
4653,Europe,Home,2019-01,10.0,2308.68
4654,Europe,Home,2019-02,24.0,10286.18
4655,Europe,Home,2019-03,13.0,6377.42
4656,Europe,Home,2019-04,8.0,3078.52
4657,Europe,Home,2019-05,10.0,1711.2
4658,Europe,Home,2019-06,13.0,1365.8400000000001
4659,Europe,Home,2019-07,13.0,12397.66
4660,Europe,Home,2019-08,9.0,1111.32
4661,Europe,Home,2019-09,7.0,2420.6
4662,Europe,Home,2019-10,30.0,20384.27
4663,Europe,Home,2019-12,16.0,8335.58
4664,Europe,Home,2020-01,,
4665,Europe,Home,2020-02,7.0,1680.8400000000001
4666,Europe,Home,2020-03,1.0,492.55999999999995
4667,Europe,Home,2020-04,10.0,6912.82
4668,Europe,Home,2020-05,,
4669,Europe,Home,2020-06,9.0,4118.08
4670,Europe,Home,2020-07,9.0,7970.400000000001
4671,Europe,Home,2020-08,4.0,3369.6
4672,Europe,Home,2020-09,,
4673,Europe,Home,2020-10,1.0,539.0
4674,Europe,Home,2020-11,30.0,16960.6
4675,Europe,Home,2020-12,17.0,6171.08
4676,Europe,Home,2016-07,7.0,389.08
4677,Europe,Home,2016-08,5.0,3171.2999999999997
4678,Europe,Home,2017-11,,
4679,Europe,Home,2019-11,27.0,11583.67
4680,Europe,Industrial,2016-01,31.0,8895.609999999999
4681,Europe,Industrial,2016-02,10.0,5546.0
4682,Europe,Industrial,2016-03,,
4683,Europe,Industrial,2016-04,12.0,5075.5199999999995
4684,Europe,Industrial,2016-05,,
4685,Europe,Industrial,2016-06,,
4686,Europe,Industrial,2016-09,6.0,1165.6
4687,Europe,Industrial,2016-10,12.0,9623.84
4688,Europe,Industrial,2016-11,24.0,7268.18
4689,Europe,Industrial,2016-12,24.0,11834.759999999998
4690,Europe,Industrial,2017-01,30.0,17967.0
4691,Europe,Industrial,2017-02,20.0,10351.8
4692,Europe,Industrial,2017-03,9.0,2855.34
4693,Europe,Industrial,2017-04,4.0,564.2
4694,Europe,Industrial,2017-05,,
4695,Europe,Industrial,2017-06,7.0,3761.66
4696,Europe,Industrial,2017-07,4.0,479.85999999999996
4697,Europe,Industrial,2017-08,2.0,237.5
4698,Europe,Industrial,2017-09,12.0,6899.200000000001
4699,Europe,Industrial,2017-10,16.0,7815.360000000001
4700,Europe,Industrial,2017-12,35.0,19775.55
4701,Europe,Industrial,2018-01,17.0,4777.83
4702,Europe,Industrial,2018-02,14.0,7825.5599999999995
4703,Europe,Industrial,2018-03,19.0,6896.26
4704,Europe,Industrial,2018-04,14.0,10004.08
4705,Europe,Industrial,2018-05,24.0,13889.380000000001
4706,Europe,Industrial,2018-06,28.0,13733.38
4707,Europe,Industrial,2018-07,2.0,531.9599999999999
4708,Europe,Industrial,2018-08,36.0,11823.75
4709,Europe,Industrial,2018-09,6.0,167.04
4710,Europe,Industrial,2018-10,15.0,7896.52
4711,Europe,Industrial,2018-11,9.0,4932.240000000001
4712,Europe,Industrial,2018-12,14.0,7474.5599999999995
4713,Europe,Industrial,2019-01,8.0,5338.5599999999995
4714,Europe,Industrial,2019-02,3.0,1544.81
4715,Europe,Industrial,2019-03,12.0,3845.7
4716,Europe,Industrial,2019-04,13.0,2341.08
4717,Europe,Industrial,2019-05,25.0,15175.04
4718,Europe,Industrial,2019-06,17.0,11780.04
4719,Europe,Industrial,2019-07,25.0,14529.27
4720,Europe,Industrial,2019-08,10.0,257.6
4721,Europe,Industrial,2019-09,28.0,17956.559999999998
4722,Europe,Industrial,2019-10,20.0,10410.78
4723,Europe,Industrial,2019-12,6.0,1122.8999999999999
4724,Europe,Industrial,2020-01,11.0,10286.04
4725,Europe,Industrial,2020-02,31.0,19328.03
4726,Europe,Industrial,2020-03,22.0,17952.44
4727,Europe,Industrial,2020-04,7.0,852.81
4728,Europe,Industrial,2020-05,1.0,926.1
4729,Europe,Industrial,2020-06,9.0,5312.28
4730,Europe,Industrial,2020-07,20.0,14042.42
4731,Europe,Industrial,2020-08,41.0,28318.6
4732,Europe,Industrial,2020-09,20.0,7312.57
4733,Europe,Industrial,2020-10,5.0,1276.59
4734,Europe,Industrial,2020-11,24.0,18100.94
4735,Europe,Industrial,2020-12,6.0,2073.6
4736,Europe,Industrial,2016-07,32.0,19494.84
4737,Europe,Industrial,2016-08,27.0,11334.19
4738,Europe,Industrial,2017-11,16.0,12645.7
4739,Europe,Industrial,2019-11,51.0,22582.75
4740,Europe,Jewelery,2016-01,11.0,5946.48
4741,Europe,Jewelery,2016-02,,
4742,Europe,Jewelery,2016-03,17.0,5433.88
4743,Europe,Jewelery,2016-04,18.0,6468.18
4744,Europe,Jewelery,2016-05,9.0,6623.03
4745,Europe,Jewelery,2016-06,11.0,1192.06
4746,Europe,Jewelery,2016-09,13.0,2953.2
4747,Europe,Jewelery,2016-10,7.0,3111.57
4748,Europe,Jewelery,2016-11,3.0,1446.4699999999998
4749,Europe,Jewelery,2016-12,26.0,12242.89
4750,Europe,Jewelery,2017-01,3.0,2764.89
4751,Europe,Jewelery,2017-02,13.0,2095.4399999999996
4752,Europe,Jewelery,2017-03,,
4753,Europe,Jewelery,2017-04,24.0,6752.639999999999
4754,Europe,Jewelery,2017-05,20.0,10817.150000000001
4755,Europe,Jewelery,2017-06,26.0,10044.36
4756,Europe,Jewelery,2017-07,7.0,3205.34
4757,Europe,Jewelery,2017-08,21.0,12852.28
4758,Europe,Jewelery,2017-09,7.0,4830.299999999999
4759,Europe,Jewelery,2017-10,3.0,1416.69
4760,Europe,Jewelery,2017-12,6.0,2550.2400000000002
4761,Europe,Jewelery,2018-01,17.0,13230.779999999999
4762,Europe,Jewelery,2018-02,2.0,1119.16
4763,Europe,Jewelery,2018-03,11.0,3495.1
4764,Europe,Jewelery,2018-04,5.0,1474.97
4765,Europe,Jewelery,2018-05,4.0,2529.7599999999998
4766,Europe,Jewelery,2018-06,,
4767,Europe,Jewelery,2018-07,,
4768,Europe,Jewelery,2018-08,43.0,22183.01
4769,Europe,Jewelery,2018-09,17.0,4044.3599999999997
4770,Europe,Jewelery,2018-10,11.0,6734.91
4771,Europe,Jewelery,2018-11,,
4772,Europe,Jewelery,2018-12,27.0,9848.43
4773,Europe,Jewelery,2019-01,13.0,3340.5599999999995
4774,Europe,Jewelery,2019-02,,
4775,Europe,Jewelery,2019-03,18.0,4686.07
4776,Europe,Jewelery,2019-04,7.0,1879.4099999999999
4777,Europe,Jewelery,2019-05,3.0,872.1600000000001
4778,Europe,Jewelery,2019-06,19.0,5843.35
4779,Europe,Jewelery,2019-07,14.0,4371.62
4780,Europe,Jewelery,2019-08,21.0,17940.6
4781,Europe,Jewelery,2019-09,22.0,14756.900000000001
4782,Europe,Jewelery,2019-10,15.0,8853.24
4783,Europe,Jewelery,2019-12,7.0,4685.38
4784,Europe,Jewelery,2020-01,6.0,4465.8
4785,Europe,Jewelery,2020-02,,
4786,Europe,Jewelery,2020-03,1.0,899.91
4787,Europe,Jewelery,2020-04,2.0,651.42
4788,Europe,Jewelery,2020-05,14.0,9346.62
4789,Europe,Jewelery,2020-06,12.0,5934.400000000001
4790,Europe,Jewelery,2020-07,2.0,273.59999999999997
4791,Europe,Jewelery,2020-08,1.0,679.14
4792,Europe,Jewelery,2020-09,14.0,9109.02
4793,Europe,Jewelery,2020-10,29.0,15703.769999999999
4794,Europe,Jewelery,2020-11,15.0,10147.27
4795,Europe,Jewelery,2020-12,16.0,9881.369999999999
4796,Europe,Jewelery,2016-07,7.0,3107.6399999999994
4797,Europe,Jewelery,2016-08,7.0,1375.22
4798,Europe,Jewelery,2017-11,11.0,4705.12
4799,Europe,Jewelery,2019-11,,
4800,Europe,Kids,2016-01,6.0,4384.8
4801,Europe,Kids,2016-02,11.0,5426.68
4802,Europe,Kids,2016-03,,
4803,Europe,Kids,2016-04,13.0,8799.279999999999
4804,Europe,Kids,2016-05,31.0,16802.67
4805,Europe,Kids,2016-06,,
4806,Europe,Kids,2016-09,4.0,60.16
4807,Europe,Kids,2016-10,18.0,9798.04
4808,Europe,Kids,2016-11,24.0,9466.88
4809,Europe,Kids,2016-12,41.0,17154.54
4810,Europe,Kids,2017-01,7.0,3526.04
4811,Europe,Kids,2017-02,13.0,4344.799999999999
4812,Europe,Kids,2017-03,34.0,15555.71
4813,Europe,Kids,2017-04,35.0,14341.08
4814,Europe,Kids,2017-05,24.0,9251.38
4815,Europe,Kids,2017-06,19.0,8587.11
4816,Europe,Kids,2017-07,15.0,3993.7400000000002
4817,Europe,Kids,2017-08,13.0,8660.11
4818,Europe,Kids,2017-09,14.0,5256.0199999999995
4819,Europe,Kids,2017-10,9.0,3536.2799999999997
4820,Europe,Kids,2017-12,26.0,12307.1
4821,Europe,Kids,2018-01,14.0,3951.5600000000004
4822,Europe,Kids,2018-02,13.0,10681.68
4823,Europe,Kids,2018-03,8.0,1406.24
4824,Europe,Kids,2018-04,3.0,734.4
4825,Europe,Kids,2018-05,9.0,4734.57
4826,Europe,Kids,2018-06,28.0,15440.400000000001
4827,Europe,Kids,2018-07,29.0,20540.629999999997
4828,Europe,Kids,2018-08,9.0,3906.44
4829,Europe,Kids,2018-09,32.0,13657.41
4830,Europe,Kids,2018-10,11.0,8830.08
4831,Europe,Kids,2018-11,17.0,7072.07
4832,Europe,Kids,2018-12,23.0,8979.56
4833,Europe,Kids,2019-01,28.0,10788.38
4834,Europe,Kids,2019-02,10.0,5924.25
4835,Europe,Kids,2019-03,1.0,285.18
4836,Europe,Kids,2019-04,19.0,9054.06
4837,Europe,Kids,2019-05,28.0,17311.17
4838,Europe,Kids,2019-06,16.0,11560.03
4839,Europe,Kids,2019-07,10.0,3534.2200000000003
4840,Europe,Kids,2019-08,17.0,7630.5
4841,Europe,Kids,2019-09,6.0,1739.6
4842,Europe,Kids,2019-10,7.0,6216.0
4843,Europe,Kids,2019-12,6.0,5124.3
4844,Europe,Kids,2020-01,3.0,2.88
4845,Europe,Kids,2020-02,4.0,490.2
4846,Europe,Kids,2020-03,9.0,3857.6500000000005
4847,Europe,Kids,2020-04,8.0,3332.0
4848,Europe,Kids,2020-05,10.0,7128.0
4849,Europe,Kids,2020-06,35.0,18862.059999999998
4850,Europe,Kids,2020-07,9.0,5005.280000000001
4851,Europe,Kids,2020-08,11.0,2827.78
4852,Europe,Kids,2020-09,7.0,2333.2
4853,Europe,Kids,2020-10,13.0,7838.039999999999
4854,Europe,Kids,2020-11,27.0,15540.45
4855,Europe,Kids,2020-12,10.0,7016.91
4856,Europe,Kids,2016-07,23.0,10671.16
4857,Europe,Kids,2016-08,14.0,7233.84
4858,Europe,Kids,2017-11,13.0,9477.34
4859,Europe,Kids,2019-11,9.0,3060.54
4860,Europe,Movies,2016-01,,
4861,Europe,Movies,2016-02,21.0,17870.6
4862,Europe,Movies,2016-03,22.0,12174.119999999999
4863,Europe,Movies,2016-04,15.0,8733.96
4864,Europe,Movies,2016-05,4.0,2033.31
4865,Europe,Movies,2016-06,7.0,2421.44
4866,Europe,Movies,2016-09,5.0,796.5
4867,Europe,Movies,2016-10,34.0,14892.11
4868,Europe,Movies,2016-11,19.0,8042.66
4869,Europe,Movies,2016-12,16.0,9274.26
4870,Europe,Movies,2017-01,18.0,13539.74
4871,Europe,Movies,2017-02,14.0,8352.880000000001
4872,Europe,Movies,2017-03,10.0,3445.2
4873,Europe,Movies,2017-04,31.0,15862.53
4874,Europe,Movies,2017-05,21.0,13084.18
4875,Europe,Movies,2017-06,14.0,9220.96
4876,Europe,Movies,2017-07,23.0,12473.28
4877,Europe,Movies,2017-08,,
4878,Europe,Movies,2017-09,23.0,14224.79
4879,Europe,Movies,2017-10,,
4880,Europe,Movies,2017-12,29.0,17374.28
4881,Europe,Movies,2018-01,7.0,3926.58
4882,Europe,Movies,2018-02,8.0,1743.6399999999999
4883,Europe,Movies,2018-03,10.0,9018.9
4884,Europe,Movies,2018-04,11.0,4375.08
4885,Europe,Movies,2018-05,14.0,4126.379999999999
4886,Europe,Movies,2018-06,17.0,9038.52
4887,Europe,Movies,2018-07,9.0,5543.55
4888,Europe,Movies,2018-08,9.0,1846.44
4889,Europe,Movies,2018-09,11.0,2683.6399999999994
4890,Europe,Movies,2018-10,14.0,7086.66
4891,Europe,Movies,2018-11,26.0,9020.58
4892,Europe,Movies,2018-12,31.0,7470.099999999999
4893,Europe,Movies,2019-01,10.0,3435.7
4894,Europe,Movies,2019-02,8.0,368.48
4895,Europe,Movies,2019-03,10.0,5976.57
4896,Europe,Movies,2019-04,20.0,2595.7799999999997
4897,Europe,Movies,2019-05,17.0,4081.98
4898,Europe,Movies,2019-06,9.0,4171.5
4899,Europe,Movies,2019-07,5.0,1920.4499999999998
4900,Europe,Movies,2019-08,20.0,5479.860000000001
4901,Europe,Movies,2019-09,19.0,10016.7
4902,Europe,Movies,2019-10,14.0,7319.040000000001
4903,Europe,Movies,2019-12,9.0,707.1600000000001
4904,Europe,Movies,2020-01,,
4905,Europe,Movies,2020-02,12.0,4663.629999999999
4906,Europe,Movies,2020-03,5.0,3175.2
4907,Europe,Movies,2020-04,8.0,3601.04
4908,Europe,Movies,2020-05,21.0,4828.349999999999
4909,Europe,Movies,2020-06,17.0,5811.0
4910,Europe,Movies,2020-07,5.0,3182.5
4911,Europe,Movies,2020-08,24.0,16751.28
4912,Europe,Movies,2020-09,15.0,3553.2
4913,Europe,Movies,2020-10,14.0,6986.629999999999
4914,Europe,Movies,2020-11,6.0,2352.4
4915,Europe,Movies,2020-12,21.0,7241.900000000001
4916,Europe,Movies,2016-07,20.0,8385.539999999999
4917,Europe,Movies,2016-08,,
4918,Europe,Movies,2017-11,6.0,4636.8
4919,Europe,Movies,2019-11,,
4920,Europe,Music,2016-01,26.0,18281.91
4921,Europe,Music,2016-02,2.0,1619.2799999999997
4922,Europe,Music,2016-03,13.0,4418.7
4923,Europe,Music,2016-04,,
4924,Europe,Music,2016-05,3.0,882.09
4925,Europe,Music,2016-06,21.0,10273.68
4926,Europe,Music,2016-09,,
4927,Europe,Music,2016-10,8.0,3458.0
4928,Europe,Music,2016-11,2.0,936.48
4929,Europe,Music,2016-12,17.0,10607.039999999999
4930,Europe,Music,2017-01,,
4931,Europe,Music,2017-02,1.0,418.5
4932,Europe,Music,2017-03,14.0,10507.93
4933,Europe,Music,2017-04,10.0,1404.6
4934,Europe,Music,2017-05,23.0,11626.33
4935,Europe,Music,2017-06,39.0,19558.899999999998
4936,Europe,Music,2017-07,2.0,1054.5
4937,Europe,Music,2017-08,32.0,22782.44
4938,Europe,Music,2017-09,20.0,11016.81
4939,Europe,Music,2017-10,35.0,15925.28
4940,Europe,Music,2017-12,7.0,4725.84
4941,Europe,Music,2018-01,10.0,2641.3199999999997
4942,Europe,Music,2018-02,12.0,3686.58
4943,Europe,Music,2018-03,23.0,9954.91
4944,Europe,Music,2018-04,16.0,9201.990000000002
4945,Europe,Music,2018-05,5.0,3091.9
4946,Europe,Music,2018-06,10.0,3646.88
4947,Europe,Music,2018-07,4.0,1420.2600000000002
4948,Europe,Music,2018-08,13.0,5200.15
4949,Europe,Music,2018-09,7.0,925.8299999999999
4950,Europe,Music,2018-10,20.0,10506.27
4951,Europe,Music,2018-11,14.0,7838.2
4952,Europe,Music,2018-12,25.0,8847.42
4953,Europe,Music,2019-01,7.0,5197.92
4954,Europe,Music,2019-02,25.0,13833.939999999999
4955,Europe,Music,2019-03,13.0,8412.380000000001
4956,Europe,Music,2019-04,9.0,934.92
4957,Europe,Music,2019-05,13.0,8147.459999999999
4958,Europe,Music,2019-06,18.0,4221.43
4959,Europe,Music,2019-07,14.0,3437.24
4960,Europe,Music,2019-08,21.0,7569.900000000001
4961,Europe,Music,2019-09,30.0,11525.14
4962,Europe,Music,2019-10,16.0,7684.4400000000005
4963,Europe,Music,2019-12,,
4964,Europe,Music,2020-01,11.0,2576.98
4965,Europe,Music,2020-02,3.0,1874.8799999999999
4966,Europe,Music,2020-03,10.0,4358.4
4967,Europe,Music,2020-04,,
4968,Europe,Music,2020-05,15.0,6164.4
4969,Europe,Music,2020-06,25.0,14164.119999999999
4970,Europe,Music,2020-07,29.0,12251.710000000001
4971,Europe,Music,2020-08,21.0,3927.66
