,CustomerContinent,ProductCategory,dateOfPurchase,TotalQuantity,TotalRevenue,AvgPrice,MedPrice,AvgCost,AvgDiscount
3454,Europe,Jewelery,2020-06,12,5934.400000000001,405.0,405.0,274.6,0.045
3455,Europe,Jewelery,2020-07,2,273.59999999999997,144.0,144.0,40.31999999999999,0.05
3456,Europe,Jewelery,2020-08,1,679.14,693.0,693.0,554.4,0.02
3457,Europe,Jewelery,2020-09,14,9109.02,617.0,669.0,417.28999999999996,0.05666666666666667
3458,Europe,Jewelery,2020-10,29,15703.769999999999,537.75,520.0,295.84749999999997,0.05
3459,Europe,Jewelery,2020-11,15,10147.27,660.5,753.5,377.16499999999996,0.0325
3460,Europe,Jewelery,2020-12,16,9881.369999999999,677.25,773.5,455.6,0.0575
3461,Europe,Kids,2016-01,6,4384.8,812.0,812.0,373.52,0.1
3462,Europe,Kids,2016-02,11,5426.68,513.5,513.5,282.35,0.065
3463,Europe,Kids,2016-04,13,8799.279999999999,739.3333333333334,734.0,315.76,0.06
3464,Europe,Kids,2016-05,31,16802.67,570.75,508.0,350.6125,0.057499999999999996
3465,Europe,Kids,2016-07,23,10671.16,457.6,321.0,190.38799999999998,0.076
3466,Europe,Kids,2016-08,14,7233.84,522.0,522.0,295.05,0.055
3467,Europe,Kids,2016-09,4,60.16,16.0,16.0,11.2,0.06
3468,Europe,Kids,2016-10,18,9798.04,508.6666666666667,672.0,139.34,0.043333333333333335
3469,Europe,Kids,2016-11,24,9466.88,445.2,366.0,197.244,0.046
3470,Europe,Kids,2016-12,41,17154.54,421.3333333333333,503.0,254.53666666666666,0.05833333333333333
3471,Europe,Kids,2017-01,7,3526.04,514.0,514.0,236.44,0.02
3472,Europe,Kids,2017-02,13,4344.799999999999,293.0,293.0,209.99,0.03
3473,Europe,Kids,2017-03,34,15555.71,504.8333333333333,406.5,204.18833333333336,0.06999999999999999
3474,Europe,Kids,2017-04,35,14341.08,408.4,441.0,197.674,0.036
3475,Europe,Kids,2017-05,24,9251.38,405.75,430.5,191.495,0.0575
3476,Europe,Kids,2017-06,19,8587.11,516.3333333333334,386.0,236.68000000000004,0.03
3477,Europe,Kids,2017-07,15,3993.7400000000002,254.66666666666666,231.0,129.66,0.06
3478,Europe,Kids,2017-08,13,8660.11,677.0,894.0,377.31666666666666,0.03
3479,Europe,Kids,2017-09,14,5256.0199999999995,490.5,427.0,254.92000000000002,0.05500000000000001
3480,Europe,Kids,2017-10,9,3536.2799999999997,418.0,418.0,250.8,0.06
3481,Europe,Kids,2017-11,13,9477.34,747.0,747.0,349.59000000000003,0.035
3482,Europe,Kids,2017-12,26,12307.1,474.0,303.0,282.96333333333337,0.05333333333333334
3483,Europe,Kids,2018-01,14,3951.5600000000004,282.0,307.0,119.36000000000001,0.08333333333333333
3484,Europe,Kids,2018-02,13,10681.68,614.0,723.0,244.16,0.03666666666666667
3485,Europe,Kids,2018-03,8,1406.24,187.0,187.0,74.8,0.06
3486,Europe,Kids,2018-04,3,734.4,272.0,272.0,209.44,0.1
3487,Europe,Kids,2018-05,9,4734.57,403.75,291.5,207.75,0.0425
3488,Europe,Kids,2018-06,28,15440.400000000001,597.75,558.0,209.4675,0.085
3489,Europe,Kids,2018-07,29,20540.629999999997,741.0,670.0,412.225,0.0475
3490,Europe,Kids,2018-08,9,3906.44,498.5,498.5,220.33999999999997,0.08499999999999999
3491,Europe,Kids,2018-09,32,13657.41,500.3333333333333,499.0,290.2633333333333,0.04833333333333334
3492,Europe,Kids,2018-10,11,8830.08,723.0,723.0,512.79,0.055
3493,Europe,Kids,2018-11,17,7072.07,489.25,501.5,256.315,0.075
3494,Europe,Kids,2018-12,23,8979.56,469.5,392.0,313.74,0.06
3495,Europe,Kids,2019-01,28,10788.38,470.75,416.0,183.6925,0.065
3496,Europe,Kids,2019-02,10,5924.25,624.5,624.5,319.825,0.05500000000000001
3497,Europe,Kids,2019-03,1,285.18,291.0,291.0,107.67,0.02
3498,Europe,Kids,2019-04,19,9054.06,596.6666666666666,497.0,358.31666666666666,0.08
3499,Europe,Kids,2019-05,28,17311.17,595.6,583.0,324.68999999999994,0.046
3500,Europe,Kids,2019-06,16,11560.03,743.0,895.0,264.51666666666665,0.049999999999999996
3501,Europe,Kids,2019-07,10,3534.2200000000003,296.6666666666667,381.0,72.64,0.08
3502,Europe,Kids,2019-08,17,7630.5,444.5,444.5,215.24,0.065
3503,Europe,Kids,2019-09,6,1739.6,359.0,359.0,180.87,0.07500000000000001
3504,Europe,Kids,2019-10,7,6216.0,925.0,925.0,379.25,0.04
3505,Europe,Kids,2019-11,9,3060.54,347.0,347.0,79.81,0.02
3506,Europe,Kids,2019-12,6,5124.3,899.0,899.0,620.31,0.05
3507,Europe,Kids,2020-01,3,2.88,1.0,1.0,0.74,0.04
3508,Europe,Kids,2020-02,4,490.2,129.0,129.0,68.37,0.05
3509,Europe,Kids,2020-03,9,3857.6500000000005,382.6666666666667,527.0,102.99333333333334,0.06333333333333334
3510,Europe,Kids,2020-04,8,3332.0,425.0,425.0,335.75,0.02
3511,Europe,Kids,2020-05,10,7128.0,720.0,720.0,475.2,0.01
3512,Europe,Kids,2020-06,35,18862.059999999998,616.5,678.5,296.2966666666667,0.06
3513,Europe,Kids,2020-07,9,5005.280000000001,563.5,563.5,351.015,0.07
3514,Europe,Kids,2020-08,11,2827.78,540.5,540.5,361.985,0.095
3515,Europe,Kids,2020-09,7,2333.2,418.0,418.0,326.3,0.045000000000000005
3516,Europe,Kids,2020-10,13,7838.039999999999,584.0,584.0,192.11,0.02
3517,Europe,Kids,2020-11,27,15540.45,521.5,512.0,313.7125,0.03
3518,Europe,Kids,2020-12,10,7016.91,405.0,405.0,201.8,0.035
3519,Europe,Movies,2016-02,21,17870.6,911.6666666666666,890.0,411.7366666666667,0.04666666666666667
3520,Europe,Movies,2016-03,22,12174.119999999999,539.3333333333334,773.0,328.24,0.06666666666666667
3521,Europe,Movies,2016-04,15,8733.96,555.3333333333334,581.0,250.70666666666668,0.043333333333333335
3522,Europe,Movies,2016-05,4,2033.31,619.0,619.0,434.845,0.045
3523,Europe,Movies,2016-06,7,2421.44,368.0,368.0,187.68,0.06
3524,Europe,Movies,2016-07,20,8385.539999999999,590.5,575.5,299.98,0.065
3525,Europe,Movies,2016-09,5,796.5,177.0,177.0,56.64,0.1
3526,Europe,Movies,2016-10,34,14892.11,457.25,474.5,267.77750000000003,0.0625
3527,Europe,Movies,2016-11,19,8042.66,510.6666666666667,606.0,241.02666666666664,0.043333333333333335
3528,Europe,Movies,2016-12,16,9274.26,593.5,758.5,331.8525,0.0475
3529,Europe,Movies,2017-01,18,13539.74,737.6666666666666,709.0,321.54333333333335,0.023333333333333334
3530,Europe,Movies,2017-02,14,8352.880000000001,661.5,661.5,470.825,0.06
3531,Europe,Movies,2017-03,10,3445.2,348.0,348.0,264.48,0.01
3532,Europe,Movies,2017-04,31,15862.53,577.4444444444445,749.0,294.76666666666665,0.035555555555555556
3533,Europe,Movies,2017-05,21,13084.18,672.0,683.0,290.29,0.05666666666666667
3534,Europe,Movies,2017-06,14,9220.96,672.5,672.5,327.51,0.07
3535,Europe,Movies,2017-07,23,12473.28,593.0,549.0,383.36,0.05
3536,Europe,Movies,2017-09,23,14224.79,595.3333333333334,799.0,339.3,0.06666666666666667
3537,Europe,Movies,2017-11,6,4636.8,840.0,840.0,571.2,0.08
3538,Europe,Movies,2017-12,29,17374.28,616.8,724.0,247.96800000000002,0.04
3539,Europe,Movies,2018-01,7,3926.58,528.5,528.5,157.64,0.09
3540,Europe,Movies,2018-02,8,1743.6399999999999,376.5,376.5,279.84000000000003,0.04
3541,Europe,Movies,2018-03,10,9018.9,911.0,911.0,564.8199999999999,0.01
3542,Europe,Movies,2018-04,11,4375.08,412.0,428.0,218.87,0.056666666666666664
3543,Europe,Movies,2018-05,14,4126.379999999999,305.0,305.0,140.3,0.030000000000000002
3544,Europe,Movies,2018-06,17,9038.52,553.3333333333334,582.0,289.3233333333333,0.04
3545,Europe,Movies,2018-07,9,5543.55,635.0,635.0,209.55,0.03
3546,Europe,Movies,2018-08,9,1846.44,223.0,223.0,107.04,0.08
3547,Europe,Movies,2018-09,11,2683.6399999999994,199.0,130.0,50.52000000000002,0.036666666666666674
3548,Europe,Movies,2018-10,14,7086.66,509.6666666666667,670.0,286.3933333333333,0.043333333333333335
3549,Europe,Movies,2018-11,26,9020.58,326.6,216.0,184.64600000000002,0.044
3550,Europe,Movies,2018-12,31,7470.099999999999,275.25,291.5,150.5925,0.0425
3551,Europe,Movies,2019-01,10,3435.7,373.0,373.0,312.13,0.07
3552,Europe,Movies,2019-02,8,368.48,47.0,47.0,12.22,0.02
3553,Europe,Movies,2019-03,10,5976.57,623.5,623.5,371.735,0.05500000000000001
3554,Europe,Movies,2019-04,20,2595.7799999999997,158.0,153.0,94.17,0.08333333333333333
3555,Europe,Movies,2019-05,17,4081.98,357.0,481.0,125.68333333333334,0.05666666666666667
3556,Europe,Movies,2019-06,9,4171.5,515.0,515.0,406.85,0.1
3557,Europe,Movies,2019-07,5,1920.4499999999998,413.0,413.0,280.84000000000003,0.07
3558,Europe,Movies,2019-08,20,5479.860000000001,382.0,550.0,202.54,0.04666666666666667
3559,Europe,Movies,2019-09,19,10016.7,538.25,585.5,339.25,0.0475
3560,Europe,Movies,2019-10,14,7319.040000000001,617.0,617.0,288.01,0.09
3561,Europe,Movies,2019-12,9,707.1600000000001,98.5,98.5,55.325,0.05
3562,Europe,Movies,2020-02,12,4663.629999999999,515.6666666666666,544.0,354.2,0.03666666666666667
3563,Europe,Movies,2020-03,5,3175.2,648.0,648.0,272.16,0.02
3564,Europe,Movies,2020-04,8,3601.04,480.5,480.5,178.75,0.05
3565,Europe,Movies,2020-05,21,4828.349999999999,326.0,219.0,202.34,0.07333333333333335
3566,Europe,Movies,2020-06,17,5811.0,408.3333333333333,304.0,208.97333333333336,0.07666666666666667
3567,Europe,Movies,2020-07,5,3182.5,670.0,670.0,495.8,0.05
3568,Europe,Movies,2020-08,24,16751.28,756.0,745.0,292.01,0.07666666666666667
3569,Europe,Movies,2020-09,15,3553.2,215.0,215.0,96.5,0.025
3570,Europe,Movies,2020-10,14,6986.629999999999,652.3333333333334,860.0,506.5133333333333,0.07333333333333333
3571,Europe,Movies,2020-11,6,2352.4,393.0,393.0,151.65,0.075
3572,Europe,Movies,2020-12,21,7241.900000000001,259.2,199.0,160.636,0.05800000000000001
3573,Europe,Music,2016-01,26,18281.91,740.6666666666666,714.0,426.1566666666667,0.05333333333333334
3574,Europe,Music,2016-02,2,1619.2799999999997,850.5,850.5,599.67,0.045000000000000005
3575,Europe,Music,2016-03,13,4418.7,376.5,376.5,121.57499999999999,0.035
3576,Europe,Music,2016-05,3,882.09,297.0,297.0,216.81,0.01
3577,Europe,Music,2016-06,21,10273.68,534.3333333333334,475.0,214.24666666666667,0.05333333333333334
3578,Europe,Music,2016-07,12,1559.7400000000002,156.5,156.5,51.775,0.09
3579,Europe,Music,2016-08,31,25821.92,884.75,872.0,303.5725,0.057499999999999996
3580,Europe,Music,2016-10,8,3458.0,475.0,475.0,104.5,0.09
3581,Europe,Music,2016-11,2,936.48,488.0,488.0,324.15,0.060000000000000005
3582,Europe,Music,2016-12,17,10607.039999999999,684.0,840.0,393.34,0.04
3583,Europe,Music,2017-02,1,418.5,450.0,450.0,112.5,0.07
3584,Europe,Music,2017-03,14,10507.93,461.0,286.0,283.40000000000003,0.06
3585,Europe,Music,2017-04,10,1404.6,153.5,153.5,51.230000000000004,0.08
3586,Europe,Music,2017-05,23,11626.33,492.75,416.0,308.5525,0.05
3587,Europe,Music,2017-06,39,19558.899999999998,617.3333333333334,676.0,318.0683333333333,0.07166666666666667
3588,Europe,Music,2017-07,2,1054.5,555.0,555.0,349.65,0.05
3589,Europe,Music,2017-08,32,22782.44,752.25,701.0,403.0525,0.034999999999999996
3590,Europe,Music,2017-09,20,11016.81,597.5,611.0,418.45000000000005,0.035
3591,Europe,Music,2017-10,35,15925.28,515.4,439.0,236.78400000000002,0.078
3592,Europe,Music,2017-11,30,15934.47,565.5,551.0,247.8125,0.055
3593,Europe,Music,2017-12,7,4725.84,696.0,696.0,466.32,0.03
3594,Europe,Music,2018-01,10,2641.3199999999997,239.5,239.5,120.285,0.034999999999999996
3595,Europe,Music,2018-02,12,3686.58,229.5,229.5,129.53,0.07
3596,Europe,Music,2018-03,23,9954.91,433.6666666666667,470.0,320.45,0.06666666666666667
3597,Europe,Music,2018-04,16,9201.990000000002,516.6666666666666,438.0,337.9766666666667,0.043333333333333335
3598,Europe,Music,2018-05,5,3091.9,631.0,631.0,290.26,0.02
3599,Europe,Music,2018-06,10,3646.88,393.5,393.5,237.385,0.04
3600,Europe,Music,2018-07,4,1420.2600000000002,385.0,385.0,202.275,0.09
3601,Europe,Music,2018-08,13,5200.15,554.5,554.5,365.96999999999997,0.045
3602,Europe,Music,2018-09,7,925.8299999999999,237.0,237.0,187.23,0.075
3603,Europe,Music,2018-10,20,10506.27,521.6666666666666,684.0,253.95666666666668,0.05666666666666667
3604,Europe,Music,2018-11,14,7838.2,508.0,566.0,256.8866666666667,0.04
3605,Europe,Music,2018-12,25,8847.42,474.0,432.0,245.86399999999998,0.06
3606,Europe,Music,2019-01,7,5197.92,712.5,712.5,232.05,0.09
3607,Europe,Music,2019-02,25,13833.939999999999,564.0,674.0,242.76666666666665,0.036666666666666674
3608,Europe,Music,2019-03,13,8412.380000000001,623.6,652.0,330.272,0.052000000000000005
3609,Europe,Music,2019-04,9,934.92,106.0,106.0,39.22,0.02
3610,Europe,Music,2019-05,13,8147.459999999999,667.6666666666666,711.0,318.6066666666667,0.07333333333333335
3611,Europe,Music,2019-06,18,4221.43,314.0,197.0,204.66333333333333,0.023333333333333334
3612,Europe,Music,2019-07,14,3437.24,361.5,361.5,156.32,0.04
3613,Europe,Music,2019-08,21,7569.900000000001,400.25,406.5,206.64249999999998,0.075
3614,Europe,Music,2019-09,30,11525.14,452.5,407.5,192.7475,0.052500000000000005
3615,Europe,Music,2019-10,16,7684.4400000000005,581.0,581.0,360.15,0.045
3616,Europe,Music,2019-11,16,6243.7300000000005,425.75,386.5,168.595,0.045
3617,Europe,Music,2020-01,11,2576.98,256.0,256.0,177.84000000000003,0.055
3618,Europe,Music,2020-02,3,1874.8799999999999,651.0,651.0,436.17,0.04
3619,Europe,Music,2020-03,10,4358.4,409.6666666666667,514.0,279.55333333333334,0.07
3620,Europe,Music,2020-05,15,6164.4,397.0,397.0,196.455,0.06
3621,Europe,Music,2020-06,25,14164.119999999999,540.0,684.0,414.54333333333335,0.03
3622,Europe,Music,2020-07,29,12251.710000000001,487.5,444.5,296.2025,0.057499999999999996
3623,Europe,Music,2020-08,21,3927.66,264.0,235.0,95.53333333333332,0.05333333333333334
3624,Europe,Music,2020-09,10,5407.88,542.3333333333334,628.0,220.59666666666666,0.04666666666666667
3625,Europe,Music,2020-11,21,11144.82,578.25,546.5,362.3425,0.0475
3626,Europe,Music,2020-12,11,6101.18,556.5,556.5,270.32,0.06
3627,Europe,Outdoors,2016-01,13,9899.98,815.5,815.5,239.66499999999996,0.065
3628,Europe,Outdoors,2016-03,13,9615.119999999999,732.5,732.5,465.57500000000005,0.03
3629,Europe,Outdoors,2016-04,17,9250.83,554.0,562.0,267.18333333333334,0.04666666666666667
3630,Europe,Outdoors,2016-05,12,7716.0,670.0,670.0,517.82,0.045000000000000005
3631,Europe,Outdoors,2016-06,4,1997.6399999999999,537.0,537.0,220.17,0.07
3632,Europe,Outdoors,2016-07,4,1599.36,408.0,408.0,175.44,0.02
3633,Europe,Outdoors,2016-08,8,3310.7999999999997,445.0,445.0,315.95,0.07
3634,Europe,Outdoors,2016-09,6,3921.8399999999997,611.0,611.0,350.74,0.085
3635,Europe,Outdoors,2016-10,17,8901.29,555.5,555.5,220.815,0.06
3636,Europe,Outdoors,2017-01,23,11353.91,529.6666666666666,559.0,312.4433333333333,0.049999999999999996
3637,Europe,Outdoors,2017-02,4,1161.16,319.0,319.0,252.01,0.09
3638,Europe,Outdoors,2017-03,19,9545.47,464.75,476.0,281.42,0.0375
3639,Europe,Outdoors,2017-04,3,2310.54,794.0,794.0,603.44,0.03
3640,Europe,Outdoors,2017-05,4,23.52,6.0,6.0,4.2,0.02
3641,Europe,Outdoors,2017-06,13,7224.51,479.0,479.0,265.625,0.04
3642,Europe,Outdoors,2017-07,19,8712.6,333.0,52.0,232.40666666666667,0.07
3643,Europe,Outdoors,2017-08,16,8002.599999999999,510.0,440.0,177.10333333333332,0.053333333333333344
3644,Europe,Outdoors,2017-09,8,6144.0,800.0,800.0,200.0,0.04
3645,Europe,Outdoors,2017-10,3,2653.62,941.0,941.0,225.84000000000003,0.06
3646,Europe,Outdoors,2017-11,6,1402.62,241.0,241.0,48.19999999999999,0.03
3647,Europe,Outdoors,2017-12,4,2968.4399999999996,844.0,844.0,509.98,0.065
3648,Europe,Outdoors,2018-01,10,7015.76,631.6666666666666,816.0,347.76,0.03666666666666667
3649,Europe,Outdoors,2018-02,14,5015.599999999999,279.0,279.0,125.22,0.055
3650,Europe,Outdoors,2018-03,8,4830.72,629.0,629.0,339.66,0.04
3651,Europe,Outdoors,2018-04,4,2520.96,694.0,694.0,456.46,0.045000000000000005
3652,Europe,Outdoors,2018-05,18,7267.61,472.25,474.5,312.775,0.0475
3653,Europe,Outdoors,2018-06,16,8961.73,580.0,580.0,263.03999999999996,0.045
3654,Europe,Outdoors,2018-07,2,833.28,448.0,448.0,188.16000000000005,0.07
3655,Europe,Outdoors,2018-08,26,14631.96,547.0,582.5,328.64250000000004,0.04
3656,Europe,Outdoors,2018-09,3,1131.24,520.0,520.0,327.13,0.065
3657,Europe,Outdoors,2018-10,6,1676.4499999999998,549.5,549.5,186.38500000000002,0.035
3658,Europe,Outdoors,2018-11,31,16987.04,578.0,693.0,319.865,0.0675
3659,Europe,Outdoors,2018-12,31,7917.88,218.5,85.5,101.015,0.07
3660,Europe,Outdoors,2019-01,9,3770.16,402.0,402.0,171.44,0.08
3661,Europe,Outdoors,2019-02,9,4185.09,511.0,511.0,214.62,0.09
3662,Europe,Outdoors,2019-03,9,5645.5,564.5,564.5,287.65,0.04
3663,Europe,Outdoors,2019-04,2,1786.74,921.0,921.0,469.71,0.03
3664,Europe,Outdoors,2019-05,7,5012.7,770.0,770.0,431.2,0.07
3665,Europe,Outdoors,2019-06,8,859.1999999999999,112.0,112.0,66.42,0.07
3666,Europe,Outdoors,2019-07,11,3883.08,368.5,368.5,140.185,0.08
3667,Europe,Outdoors,2019-10,22,14226.74,661.25,835.5,235.86,0.08
3668,Europe,Outdoors,2019-11,4,1887.7300000000002,429.3333333333333,564.0,294.6333333333333,0.043333333333333335
3669,Europe,Outdoors,2020-01,6,4073.76,738.0,738.0,391.14,0.08
3670,Europe,Outdoors,2020-03,9,1244.88,280.5,280.5,132.87,0.035
3671,Europe,Outdoors,2020-04,1,318.15999999999997,328.0,328.0,223.04,0.03
3672,Europe,Outdoors,2020-05,5,990.0,220.0,220.0,162.8,0.1
3673,Europe,Outdoors,2020-06,12,8670.9,783.5,783.5,553.0,0.045
3674,Europe,Outdoors,2020-07,18,6083.6,355.5,355.5,173.54000000000002,0.065
3675,Europe,Outdoors,2020-08,14,4254.030000000001,346.5,277.0,210.8625,0.0825
3676,Europe,Outdoors,2020-09,34,22512.309999999998,595.8,678.0,389.976,0.054000000000000006
3677,Europe,Outdoors,2020-10,26,11983.71,429.5,394.5,267.8025,0.0625
3678,Europe,Outdoors,2020-12,6,870.4799999999999,156.0,156.0,109.2,0.07
3679,Europe,Shoes,2016-01,8,3455.1800000000003,539.5,539.5,289.26,0.07500000000000001
3680,Europe,Shoes,2016-02,12,2427.2699999999995,151.0,151.0,76.17500000000001,0.045
3681,Europe,Shoes,2016-05,11,3626.0,366.5,366.5,113.82,0.065
3682,Europe,Shoes,2016-06,20,8035.08,499.0,555.5,327.4375,0.0425
3683,Europe,Shoes,2016-07,8,3217.95,335.5,335.5,157.95499999999998,0.055
3684,Europe,Shoes,2016-08,3,1470.15,495.0,495.0,277.2,0.01
3685,Europe,Shoes,2016-09,26,19957.760000000002,755.25,730.0,434.4375,0.045000000000000005
3686,Europe,Shoes,2016-10,6,1601.76,284.0,284.0,232.88,0.06
3687,Europe,Shoes,2016-11,9,4752.16,499.5,499.5,228.53,0.03
3688,Europe,Shoes,2016-12,28,15572.26,580.6,490.0,302.332,0.048
3689,Europe,Shoes,2017-01,23,8350.119999999999,413.8,294.0,202.39000000000001,0.046
3690,Europe,Shoes,2017-02,8,2254.2000000000003,459.6666666666667,494.0,273.08666666666664,0.07333333333333333
3691,Europe,Shoes,2017-03,2,559.36,304.0,304.0,173.28,0.08
3692,Europe,Shoes,2017-04,21,13209.66,621.25,565.0,240.495,0.0775
3693,Europe,Shoes,2017-05,23,11518.8,547.0,433.0,238.79333333333332,0.02
3694,Europe,Shoes,2017-06,19,7657.04,463.3333333333333,326.0,210.4333333333333,0.06999999999999999
3695,Europe,Shoes,2017-07,19,10768.44,566.0,647.0,238.73666666666668,0.049999999999999996
3696,Europe,Shoes,2017-08,3,490.67999999999995,174.0,174.0,74.82,0.06
3697,Europe,Shoes,2017-09,13,6942.38,609.25,667.5,330.245,0.08
3698,Europe,Shoes,2017-10,14,1804.98,168.66666666666666,211.0,80.11333333333334,0.05666666666666667
3699,Europe,Shoes,2017-11,3,532.53,183.0,183.0,102.48,0.03
3700,Europe,Shoes,2017-12,18,5544.98,286.3333333333333,161.0,88.3,0.056666666666666664
3701,Europe,Shoes,2018-01,22,12956.23,556.75,474.5,296.72249999999997,0.035
3702,Europe,Shoes,2018-02,20,4728.78,258.75,59.5,163.62000000000003,0.0575
3703,Europe,Shoes,2018-03,21,9069.789999999999,452.25,421.0,222.60000000000002,0.07
3704,Europe,Shoes,2018-04,30,17351.9,607.0,866.0,439.9166666666667,0.06
3705,Europe,Shoes,2018-05,14,5076.719999999999,354.0,354.0,224.91000000000003,0.025
3706,Europe,Shoes,2018-06,24,16702.61,753.4,943.0,323.242,0.044
3707,Europe,Shoes,2018-07,8,4569.84,577.0,577.0,190.41000000000005,0.01
3708,Europe,Shoes,2018-08,6,2736.0,475.0,475.0,256.5,0.04
3709,Europe,Shoes,2018-09,14,5860.43,471.0,365.0,256.84666666666664,0.04666666666666666
3710,Europe,Shoes,2018-10,8,2166.0,285.0,285.0,151.05,0.05
3711,Europe,Shoes,2018-11,8,2120.1,479.0,479.0,302.71999999999997,0.034999999999999996
3712,Europe,Shoes,2018-12,20,8479.44,342.0,330.0,230.004,0.046
3713,Europe,Shoes,2019-02,22,6235.8099999999995,399.25,340.5,224.38750000000002,0.05
3714,Europe,Shoes,2019-03,9,4561.92,512.0,512.0,184.32,0.01
3715,Europe,Shoes,2019-04,19,9217.54,580.3333333333334,631.0,243.06000000000006,0.07666666666666666
3716,Europe,Shoes,2019-06,13,7242.469999999999,579.0,761.0,314.6333333333333,0.07
3717,Europe,Shoes,2019-07,15,4941.9400000000005,334.6666666666667,321.0,165.10333333333332,0.06333333333333334
3718,Europe,Shoes,2019-08,10,1374.1000000000001,151.0,151.0,84.56,0.09
3719,Europe,Shoes,2019-09,8,316.48,43.0,43.0,32.68,0.08
3720,Europe,Shoes,2019-10,12,10589.25,933.5,933.5,653.45,0.06
3721,Europe,Shoes,2019-11,11,4040.9,501.0,646.0,130.65666666666667,0.049999999999999996
3722,Europe,Shoes,2019-12,27,9829.74,487.4,709.0,188.796,0.05
3723,Europe,Shoes,2020-01,16,7550.85,540.5,476.5,277.945,0.05500000000000001
3724,Europe,Shoes,2020-02,14,5366.400000000001,376.5,376.5,196.345,0.065
3725,Europe,Shoes,2020-04,1,422.38,431.0,431.0,224.12,0.02
3726,Europe,Shoes,2020-05,14,4018.7999999999997,249.0,249.0,111.85499999999999,0.075
3727,Europe,Shoes,2020-06,13,630.49,117.33333333333333,94.0,55.57666666666666,0.03666666666666667
3728,Europe,Shoes,2020-08,13,2748.8999999999996,291.6666666666667,199.0,159.70000000000002,0.03
3729,Europe,Shoes,2020-10,13,5951.679999999999,488.0,488.0,111.195,0.045000000000000005
3730,Europe,Shoes,2020-11,1,564.2,620.0,620.0,446.4,0.09
3731,Europe,Shoes,2020-12,13,7888.56,562.5,562.5,187.38000000000002,0.07500000000000001
3732,Europe,Sports,2016-02,9,1411.2,160.0,160.0,76.8,0.02
3733,Europe,Sports,2016-03,9,2157.42,430.0,430.0,165.47,0.02
3734,Europe,Sports,2016-04,14,5645.97,441.3333333333333,427.0,208.80333333333328,0.06333333333333334
3735,Europe,Sports,2016-05,9,2552.26,488.0,488.0,217.97000000000003,0.08499999999999999
3736,Europe,Sports,2016-06,10,7849.0,835.0,835.0,200.4,0.06
3737,Europe,Sports,2016-07,2,159.07999999999998,82.0,82.0,38.54,0.03
3738,Europe,Sports,2016-08,27,14370.24,524.25,471.0,315.46,0.042499999999999996
3739,Europe,Sports,2016-10,12,5762.4800000000005,492.0,464.0,155.25333333333333,0.05333333333333334
3740,Europe,Sports,2016-11,9,4314.57,611.0,611.0,320.23,0.030000000000000002
3741,Europe,Sports,2016-12,24,10809.24,452.5,423.0,255.4125,0.0575
3742,Europe,Sports,2017-01,31,14630.55,534.6,488.0,292.482,0.06
3743,Europe,Sports,2017-02,5,1368.0,285.0,285.0,79.80000000000001,0.04
3744,Europe,Sports,2017-03,44,28146.56,616.8571428571429,630.0,240.89142857142858,0.055714285714285716
3745,Europe,Sports,2017-04,10,6586.3,679.0,679.0,577.15,0.03
3746,Europe,Sports,2017-05,17,6922.1,407.0,407.0,288.685,0.065
3747,Europe,Sports,2017-06,19,2223.95,122.0,122.0,25.884999999999998,0.05
3748,Europe,Sports,2017-07,7,6531.84,972.0,972.0,233.28,0.04
3749,Europe,Sports,2017-08,15,4802.679999999999,405.6666666666667,268.0,183.72333333333336,0.06666666666666667
3750,Europe,Sports,2017-10,26,9067.92,395.75,250.5,183.62,0.045
3751,Europe,Sports,2017-11,27,4966.54,248.75,115.5,128.555,0.0325
3752,Europe,Sports,2018-01,1,534.47,551.0,551.0,220.4,0.03
3753,Europe,Sports,2018-02,23,9788.65,454.0,457.5,170.9075,0.052500000000000005
3754,Europe,Sports,2018-04,5,2550.3399999999997,680.5,680.5,362.595,0.045000000000000005
3755,Europe,Sports,2018-05,17,4801.549999999999,478.0,471.0,183.15666666666667,0.04666666666666667
3756,Europe,Sports,2018-06,12,10947.88,974.0,974.0,653.5699999999999,0.060000000000000005
3757,Europe,Sports,2018-07,13,5849.1,466.5,466.5,328.78499999999997,0.07500000000000001
3758,Europe,Sports,2018-08,18,6659.719999999999,427.3333333333333,329.0,186.83333333333334,0.09000000000000001
3759,Europe,Sports,2018-09,31,12829.36,410.8,573.0,196.5,0.084
3760,Europe,Sports,2018-10,5,4277.7,882.0,882.0,511.56,0.03
3761,Europe,Sports,2019-01,10,1555.2,162.0,162.0,71.28,0.04
3762,Europe,Sports,2019-02,10,8410.880000000001,888.0,888.0,467.36,0.065
3763,Europe,Sports,2019-04,20,8388.099999999999,472.5,497.0,244.3,0.0425
3764,Europe,Sports,2019-05,26,13772.119999999999,683.8,817.0,422.326,0.046
3765,Europe,Sports,2019-06,19,9933.06,566.0,800.0,310.2633333333333,0.04
3766,Europe,Sports,2019-07,18,8191.080000000001,501.0,495.0,318.36,0.07333333333333333
3767,Europe,Sports,2019-09,17,7989.9400000000005,452.5,452.5,169.85500000000002,0.02
3768,Europe,Sports,2019-11,7,1862.38,359.0,359.0,159.41,0.065
3769,Europe,Sports,2019-12,20,10945.36,639.0,749.0,343.21,0.07333333333333335
3770,Europe,Sports,2020-01,27,16651.739999999998,649.8333333333334,738.0,308.0833333333333,0.036666666666666674
